xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.05121159999998781,0.05893329999980779,0.05893329999980779,109.28875929999958,space,109.21451570000045,None,,,,,,,,,,,,,,,,,,,,,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,0,0,0,f,0,3.575426499999594,None,0,0,0,0,0,0,0,0,109.62607060000028,,,,,,,,,,109.51190169999973,109.51202050000029,109.61450229999991,109.62607060000028,109.62607060000028,109.62607060000028,110.5216634999997,113.2052120999997,f,0,3.575426499999594,None,direct,15,[],0,shifteddirectgaze.png,f,0,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,1,0,1,j,0,3.7426869000000806,None,0,0,0,0,1,0,1,0,113.30671669999992,,,,,,,,,,,,113.29550070000005,113.30671669999992,113.30671669999992,113.30671669999992,114.20487760000015,117.05525089999992,j,0,3.7426869000000806,None,right,15,[],0,shiftedgaze_R_15.png,j,0,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,2,0,2,j,0,2.6462145000004966,None,0,0,0,0,2,0,2,0,117.14721889999964,,,,,,,,,,,,117.13681340000039,117.14721889999964,117.14721889999964,117.14721889999964,118.05509470000015,119.8054603999999,j,0,2.6462145000004966,None,right,15,[],0,shiftedgaze_R_15.png,j,0,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,3,0,3,j,0,2.968072200000279,None,0,0,0,0,3,0,3,0,119.91339319999952,,,,,,,,,,,,119.90326819999973,119.91339319999952,119.91339319999952,119.91339319999952,120.80484290000004,122.88859339999999,j,0,2.968072200000279,None,left,15,[],0,shiftedgaze_L_15.png,j,0,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,4,0,4,j,1,2.105444499999976,None,0,0,0,0,4,0,4,0,122.99208679999992,,,,,,,,,,,,122.98177860000033,122.99208679999992,122.99208679999992,122.99208679999992,123.88826470000004,125.10533940000005,j,1,2.105444499999976,None,direct,15,[15],1,shifteddirectgaze.png,j,1,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,5,0,5,f,0,1.8583770999994158,None,0,0,0,0,5,0,5,0,125.19906170000013,,,,,,,,,,,,125.18797499999982,125.19906170000013,125.19906170000013,125.19906170000013,126.10519120000026,127.07190319999972,f,0,1.8583770999994158,None,direct,14,"[15, 14]",2,shifteddirectgaze.png,f,0,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,6,0,6,f,1,1.7319572000005792,None,0,0,0,0,6,0,6,0,127.16552349999984,,,,,,,,,,,,127.1540058999999,127.16552349999984,127.16552349999984,127.16552349999984,128.08819349999976,128.90521309999986,f,1,1.7319572000005792,None,right,15,"[15, 14]",2,shiftedgaze_R_15.png,f,1,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,7,0,7,f,0,2.0600438999999824,None,0,0,0,0,7,0,7,0,128.99743099999978,,,,,,,,,,,,128.98684830000002,128.99743099999978,128.99743099999978,128.99743099999978,129.9048260999998,131.0718606999999,f,0,2.0600438999999824,None,direct,15,"[15, 14]",2,shifteddirectgaze.png,f,0,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
29.1,ecc10pos,left,8,0,8,j,1,2.445148299999346,None,0,0,0,0,8,0,8,0,131.16431639999973,,,,,,,,,,,,131.15357109999968,131.16431639999973,131.16431639999973,131.16431639999973,132.07136079999964,133.6218315999995,j,1,2.445148299999346,None,direct,15,"[15, 14]",2,shifteddirectgaze.png,j,1,1,pilot2,001,2026-04-02_15h33.22.749,mogelijke versie adaptive staircase builder,,2026.1.3,60.05273831470535,2026-04-02 15h33.22.946549 +0200,
