20.8746 	INFO 	Loaded monitor calibration from ['2026_04_02 14:02']
20.9760 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
21.5246 	INFO 	Using renderer 'NVIDIA GeForce RTX 3060/PCIe/SSE2' for graphics
21.5246 	INFO 	OpenGL version supported by driver is 4..
21.5517 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023946F82CB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023946F82C50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000239470547F0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='cm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.5518 	EXP 	window1: backgroundImage = ''
21.5518 	EXP 	window1: backgroundFit = 'none'
21.7948 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
21.7949 	EXP 	window1: recordFrameIntervals = False
21.9414 	EXP 	window1: recordFrameIntervals = True
23.6073 	EXP 	window1: recordFrameIntervals = False
23.6073 	EXP 	Screen (1) actual frame rate measured at 59.98Hz
23.6536 	INFO 	keyboard.Keyboard is using ptb backend.
23.6537 	EXP 	mogelijke versie adaptive staircase builder: status = STARTED
23.7896 	EXP 	Created introinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(2.0), italic=False, languageStyle='LTR', name='introinstructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='cm', win=Window(...), wrapWidth=30.0)
23.7938 	EXP 	Created middle_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='middle_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
23.7970 	EXP 	Created left_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='left_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
23.8005 	EXP 	Created right_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='right_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
0.0584 	INFO 	Keyboard events cleared
0.0583 	EXP 	introinstructions: autoDraw = True
4.1429 	DATA 	Mouse: Left button down, pos=(766,601)
4.3074 	DATA 	Mouse:  Left button up, pos=(771,609)
54.0565 	DATA 	Mouse: Left button down, pos=(1,756)
54.2236 	DATA 	Mouse:  Left button up, pos=(2,757)
57.9893 	EXP 	Device response: <KeyPress from None: t=57.98121700000047, value=space, duration=None>
57.9949 	EXP 	Imported blocks_positions.csv as conditions, 3 conditions, 3 params
57.9950 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'xPos': np.float64(29.1), 'stimulusSet': 'ecc10pos', 'whichImage': 'left', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
58.1733 	EXP 	Device response: <KeyPress from None: t=57.98121700000047, value=space, duration=0.13604149999991932>
58.1735 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
58.2816 	DATA 	Keypress: space
58.2900 	INFO 	Keyboard events cleared
58.2899 	EXP 	introinstructions: autoDraw = False
58.2899 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
58.2899 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
58.2899 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
58.2899 	EXP 	middle_image: autoDraw = True
58.2899 	EXP 	right_image: autoDraw = True
59.1724 	EXP 	left_image: autoDraw = True
61.2228 	EXP 	Device response: <KeyPress from None: t=61.221244399999705, value=j, duration=None>
61.2232 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
61.3149 	EXP 	Device response: <KeyPress from None: t=61.221244399999705, value=j, duration=0.0879785000015545>
61.3161 	DATA 	Keypress: j
61.3272 	INFO 	Keyboard events cleared
61.3272 	EXP 	middle_image: autoDraw = False
61.3272 	EXP 	left_image: autoDraw = False
61.3272 	EXP 	right_image: autoDraw = False
61.3272 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
61.3272 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
61.3272 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
61.3272 	EXP 	middle_image: autoDraw = True
61.3272 	EXP 	right_image: autoDraw = True
62.2224 	EXP 	left_image: autoDraw = True
78.1224 	EXP 	Device response: <KeyPress from None: t=78.10915540000133, value=f, duration=None>
78.1232 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
78.2140 	EXP 	Device response: <KeyPress from None: t=78.10915540000133, value=f, duration=0.06401449999975739>
78.2153 	DATA 	Keypress: f
78.2242 	INFO 	Keyboard events cleared
78.2241 	EXP 	middle_image: autoDraw = False
78.2241 	EXP 	left_image: autoDraw = False
78.2241 	EXP 	right_image: autoDraw = False
78.2241 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
78.2241 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
78.2241 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
78.2241 	EXP 	middle_image: autoDraw = True
78.2241 	EXP 	right_image: autoDraw = True
79.1390 	EXP 	left_image: autoDraw = True
83.0389 	EXP 	Device response: <KeyPress from None: t=83.03708180000103, value=j, duration=None>
83.0393 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
83.1277 	EXP 	Device response: <KeyPress from None: t=83.03708180000103, value=j, duration=0.07201089999944088>
83.1295 	DATA 	Keypress: j
83.1378 	INFO 	Keyboard events cleared
83.1377 	EXP 	middle_image: autoDraw = False
83.1377 	EXP 	left_image: autoDraw = False
83.1377 	EXP 	right_image: autoDraw = False
83.1377 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
83.1377 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
83.1377 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
83.1377 	EXP 	middle_image: autoDraw = True
83.1377 	EXP 	right_image: autoDraw = True
84.0386 	EXP 	left_image: autoDraw = True
87.0557 	EXP 	Device response: <KeyPress from None: t=87.05306660000133, value=f, duration=None>
87.0562 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
87.1448 	EXP 	Device response: <KeyPress from None: t=87.05306660000133, value=f, duration=0.07206469999982801>
87.1460 	DATA 	Keypress: f
87.1562 	INFO 	Keyboard events cleared
87.1561 	EXP 	middle_image: autoDraw = False
87.1561 	EXP 	left_image: autoDraw = False
87.1561 	EXP 	right_image: autoDraw = False
87.1561 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
87.1561 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
87.1561 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
87.1561 	EXP 	middle_image: autoDraw = True
87.1561 	EXP 	right_image: autoDraw = True
88.0553 	EXP 	left_image: autoDraw = True
93.5223 	EXP 	Device response: <KeyPress from None: t=93.51712750000115, value=j, duration=None>
93.5228 	EXP 	New trial (rep=5, index=0): <Trial 5 (0 in rep 5) data={'thisN': 5, 'thisTrialN': 0, 'thisRepN': 5}>
93.6236 	EXP 	Device response: <KeyPress from None: t=93.51712750000115, value=j, duration=0.055924799999047536>
93.6249 	DATA 	Keypress: j
93.6338 	INFO 	Keyboard events cleared
93.6338 	EXP 	middle_image: autoDraw = False
93.6338 	EXP 	left_image: autoDraw = False
93.6338 	EXP 	right_image: autoDraw = False
93.6338 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_15.png'
93.6338 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_15.png'
93.6338 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_15.png'
93.6338 	EXP 	middle_image: autoDraw = True
93.6338 	EXP 	right_image: autoDraw = True
94.5220 	EXP 	left_image: autoDraw = True
101.4053 	EXP 	Device response: <KeyPress from None: t=101.39706450000085, value=f, duration=None>
101.4057 	EXP 	New trial (rep=6, index=0): <Trial 6 (0 in rep 6) data={'thisN': 6, 'thisTrialN': 0, 'thisRepN': 6}>
101.5053 	EXP 	Device response: <KeyPress from None: t=101.39706450000085, value=f, duration=0.06409919999896374>
101.5070 	DATA 	Keypress: f
101.5150 	INFO 	Keyboard events cleared
101.5149 	EXP 	middle_image: autoDraw = False
101.5149 	EXP 	left_image: autoDraw = False
101.5149 	EXP 	right_image: autoDraw = False
101.5149 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_14.png'
101.5149 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_14.png'
101.5149 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_14.png'
101.5149 	EXP 	middle_image: autoDraw = True
101.5149 	EXP 	right_image: autoDraw = True
102.4051 	EXP 	left_image: autoDraw = True
109.9052 	EXP 	Device response: <KeyPress from None: t=109.89306130000114, value=j, duration=None>
109.9056 	EXP 	New trial (rep=7, index=0): <Trial 7 (0 in rep 7) data={'thisN': 7, 'thisTrialN': 0, 'thisRepN': 7}>
109.9932 	EXP 	Device response: <KeyPress from None: t=109.89306130000114, value=j, duration=0.07200670000020182>
109.9943 	DATA 	Keypress: j
110.0038 	INFO 	Keyboard events cleared
110.0037 	EXP 	middle_image: autoDraw = False
110.0037 	EXP 	left_image: autoDraw = False
110.0037 	EXP 	right_image: autoDraw = False
110.0037 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
110.0037 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
110.0037 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shifteddirectgaze.png'
110.0037 	EXP 	middle_image: autoDraw = True
110.0037 	EXP 	right_image: autoDraw = True
110.9049 	EXP 	left_image: autoDraw = True
