16.2679 	INFO 	Loaded monitor calibration from ['2026_04_02 14:02']
16.3377 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
16.4557 	INFO 	Using renderer 'NVIDIA GeForce RTX 3060/PCIe/SSE2' for graphics
16.4557 	INFO 	OpenGL version supported by driver is 4..
16.4737 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E9CADFECE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E9CADFEC80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E9CA3B4820>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='cm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.4737 	EXP 	window1: backgroundImage = ''
16.4737 	EXP 	window1: backgroundFit = 'none'
16.7054 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
16.7054 	EXP 	window1: recordFrameIntervals = False
16.8575 	EXP 	window1: recordFrameIntervals = True
18.1402 	WARNING 	t of last frame was 33.44ms (=1/29)
18.5150 	EXP 	window1: recordFrameIntervals = False
18.5151 	EXP 	Screen (1) actual frame rate measured at 59.87Hz
18.5450 	INFO 	keyboard.Keyboard is using ptb backend.
18.5451 	EXP 	mogelijke versie adaptive staircase builder: status = STARTED
18.5860 	EXP 	Created introinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(2.0), italic=False, languageStyle='LTR', name='introinstructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='cm', win=Window(...), wrapWidth=30.0)
18.5906 	EXP 	Created middle_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='middle_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
18.5937 	EXP 	Created left_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='left_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
18.5980 	EXP 	Created right_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='right_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
0.0643 	INFO 	Keyboard events cleared
0.0642 	EXP 	introinstructions: autoDraw = True
309.0402 	DATA 	Mouse: Left button down, pos=(1383,913)
309.1399 	DATA 	Mouse:  Left button up, pos=(1383,913)
310.1881 	EXP 	Device response: <KeyPress from None: t=310.18324329999996, value=space, duration=None>
310.2019 	EXP 	Imported blocks_positions.csv as conditions, 3 conditions, 3 params
310.2025 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'xPos': np.float64(29.1), 'stimulusSet': 'ecc10pos', 'whichImage': 'left', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
