13.7169 	INFO 	Loaded monitor calibration from ['2026_04_02 14:02']
13.7853 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
13.9016 	INFO 	Using renderer 'NVIDIA GeForce RTX 3060/PCIe/SSE2' for graphics
13.9016 	INFO 	OpenGL version supported by driver is 4..
13.9193 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E80DDDECB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E80DDDEC50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E80D3947F0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='cm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.9193 	EXP 	window1: backgroundImage = ''
13.9193 	EXP 	window1: backgroundFit = 'none'
14.1512 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
14.1512 	EXP 	window1: recordFrameIntervals = False
14.2990 	EXP 	window1: recordFrameIntervals = True
15.9649 	EXP 	window1: recordFrameIntervals = False
15.9649 	EXP 	Screen (1) actual frame rate measured at 60.03Hz
15.9963 	INFO 	keyboard.Keyboard is using ptb backend.
15.9963 	EXP 	mogelijke versie adaptive staircase builder: status = STARTED
16.0334 	EXP 	Created introinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(2.0), italic=False, languageStyle='LTR', name='introinstructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='cm', win=Window(...), wrapWidth=30.0)
16.0377 	EXP 	Created middle_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='middle_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
16.0406 	EXP 	Created left_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='left_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
16.0434 	EXP 	Created right_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='right_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([16., 16.]), texRes=128.0, units='cm', win=Window(...))
0.0565 	INFO 	Keyboard events cleared
0.0564 	EXP 	introinstructions: autoDraw = True
4.7410 	DATA 	Mouse: Left button down, pos=(1529,769)
4.8059 	DATA 	Mouse:  Left button up, pos=(1529,769)
91.7706 	EXP 	Device response: <KeyPress from None: t=91.7560155000001, value=space, duration=None>
91.7862 	EXP 	Imported blocks_positions.csv as conditions, 3 conditions, 3 params
91.7864 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'xPos': np.float64(29.1), 'stimulusSet': 'ecc10pos', 'whichImage': 'left', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
91.9916 	EXP 	Device response: <KeyPress from None: t=91.7560155000001, value=space, duration=0.0960519000000204>
91.9919 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
92.0981 	DATA 	Keypress: space
92.1075 	INFO 	Keyboard events cleared
92.1075 	EXP 	introinstructions: autoDraw = False
92.1075 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
92.1075 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
92.1075 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
92.1075 	EXP 	middle_image: autoDraw = True
92.1075 	EXP 	right_image: autoDraw = True
93.0036 	EXP 	left_image: autoDraw = True
103.3872 	EXP 	Device response: <KeyPress from None: t=103.37987359999988, value=j, duration=None>
103.3876 	EXP 	New trial (rep=1, index=0): <Trial 1 (0 in rep 1) data={'thisN': 1, 'thisTrialN': 0, 'thisRepN': 1}>
103.4888 	DATA 	Keypress: j
103.4980 	INFO 	Keyboard events cleared
103.4980 	EXP 	middle_image: autoDraw = False
103.4980 	EXP 	left_image: autoDraw = False
103.4980 	EXP 	right_image: autoDraw = False
103.4980 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_15.png'
103.4980 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_15.png'
103.4980 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_L_15.png'
103.4980 	EXP 	middle_image: autoDraw = True
103.4980 	EXP 	right_image: autoDraw = True
103.5372 	EXP 	Device response: <KeyPress from None: t=103.37987359999988, value=j, duration=0.14409770000020217>
104.3869 	EXP 	left_image: autoDraw = True
106.7205 	EXP 	Device response: <KeyPress from None: t=106.71585979999963, value=j, duration=None>
106.7211 	EXP 	New trial (rep=2, index=0): <Trial 2 (0 in rep 2) data={'thisN': 2, 'thisTrialN': 0, 'thisRepN': 2}>
106.8181 	DATA 	Keypress: j
106.8274 	INFO 	Keyboard events cleared
106.8274 	EXP 	middle_image: autoDraw = False
106.8274 	EXP 	left_image: autoDraw = False
106.8274 	EXP 	right_image: autoDraw = False
106.8274 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
106.8274 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
106.8274 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
106.8274 	EXP 	middle_image: autoDraw = True
106.8274 	EXP 	right_image: autoDraw = True
106.8706 	EXP 	Device response: <KeyPress from None: t=106.71585979999963, value=j, duration=0.14401900000029855>
107.7201 	EXP 	left_image: autoDraw = True
112.1039 	EXP 	Device response: <KeyPress from None: t=112.09200070000043, value=j, duration=None>
112.1042 	EXP 	New trial (rep=3, index=0): <Trial 3 (0 in rep 3) data={'thisN': 3, 'thisTrialN': 0, 'thisRepN': 3}>
112.1868 	DATA 	Keypress: j
112.1963 	INFO 	Keyboard events cleared
112.1962 	EXP 	middle_image: autoDraw = False
112.1962 	EXP 	left_image: autoDraw = False
112.1962 	EXP 	right_image: autoDraw = False
112.1962 	EXP 	middle_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
112.1962 	EXP 	left_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
112.1962 	EXP 	right_image: image = 'D:\\thesis experiments\\almost finished12\\Stimuli\\ecc10pos\\shiftedgaze_R_15.png'
112.1962 	EXP 	middle_image: autoDraw = True
112.1962 	EXP 	right_image: autoDraw = True
112.2206 	EXP 	Device response: <KeyPress from None: t=112.09200070000043, value=j, duration=0.12799790000008215>
113.1035 	EXP 	left_image: autoDraw = True
116.2372 	EXP 	Device response: <KeyPress from None: t=116.23591550000037, value=f, duration=None>
116.2376 	EXP 	New trial (rep=4, index=0): <Trial 4 (0 in rep 4) data={'thisN': 4, 'thisTrialN': 0, 'thisRepN': 4}>
116.3296 	DATA 	Keypress: f
116.3388 	INFO 	Keyboard events cleared
