xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.056247800000164716,0.06420690000049945,0.06420690000049945,310.1882876999998,space,310.11901229999967,None,,,,,,,,,,,,,,,,,,,,,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,0,0,0,f,1,4.349839999999858,None,0,0,0,0,0,0,0,0,310.54532560000007,,,,,,,,,,310.41692330000024,310.4170401000001,310.5319556000004,310.54532560000007,310.54532560000007,310.54532560000007,311.4212072,314.9048750000002,f,1,4.349839999999858,None,left,15,[],0,shiftedgaze_L_15.png,f,1,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,1,0,1,j,0,3.8133428000001004,None,0,0,0,0,1,0,1,0,315.16978240000026,,,,,,,,,,,,315.15963360000023,315.16978240000026,315.16978240000026,315.16978240000026,315.90459999999985,318.9879931000005,j,0,3.8133428000001004,None,right,14,[14],1,shiftedgaze_R_14.png,j,0,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,2,0,2,f,1,3.189624900000126,None,0,0,0,0,2,0,2,0,319.09760730000016,,,,,,,,,,,,319.0876317000002,319.09760730000016,319.09760730000016,319.09760730000016,319.98802460000024,322.2880869999999,f,1,3.189624900000126,None,left,15,[14],1,shiftedgaze_L_15.png,f,1,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,3,0,3,j,0,2.995797499999753,None,0,0,0,0,3,0,3,0,322.40330919999997,,,,,,,,,,,,322.3931647999998,322.40330919999997,322.40330919999997,322.40330919999997,323.2878665999997,325.40462899999966,j,0,2.995797499999753,None,right,15,[14],1,shiftedgaze_R_15.png,j,0,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,4,0,4,f,1,4.678129199999603,None,0,0,0,0,4,0,4,0,325.5131320999999,,,,,,,,,,,,325.5034237,325.5131320999999,325.5131320999999,325.5131320999999,326.40439010000046,330.20446119999997,f,1,4.678129199999603,None,left,15,[14],1,shiftedgaze_L_15.png,f,1,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,5,0,5,f,0,5.517690099999527,None,0,0,0,0,5,0,5,0,330.3214622000005,,,,,,,,,,,,330.31159639999987,330.3214622000005,330.3214622000005,330.3214622000005,331.2044042999996,335.85460630000034,f,0,5.517690099999527,None,direct,15,[14],1,shifteddirectgaze.png,f,0,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,6,0,6,j,0,2.27993989999959,None,0,0,0,0,6,0,6,0,335.95116770000004,,,,,,,,,,,,335.9411433000005,335.95116770000004,335.95116770000004,335.95116770000004,336.8540763000001,338.23770500000046,j,0,2.27993989999959,None,right,15,[14],1,shiftedgaze_R_15.png,j,0,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,7,0,7,f,1,2.424198400000023,None,0,0,0,0,7,0,7,0,338.33503980000023,,,,,,,,,,,,338.32462300000043,338.33503980000023,338.33503980000023,338.33503980000023,339.23756460000004,340.77115179999964,f,1,2.424198400000023,None,right,15,[14],1,shiftedgaze_R_15.png,f,1,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
29.1,ecc10pos,left,8,0,8,f,0,3.49584650000088,None,0,0,0,0,8,0,8,0,340.8712979000002,,,,,,,,,,,,340.8605279000003,340.8712979000002,340.8712979000002,340.8712979000002,341.77096770000026,344.37111879999975,f,0,3.49584650000088,None,direct,15,[14],1,shifteddirectgaze.png,f,0,1,pilot3,001,2026-04-02_16h01.05.375,mogelijke versie adaptive staircase builder,,2026.1.3,59.87310494138225,2026-04-02 16h01.05.485108 +0200,
