xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,demo_image_left.started,demo_image_middle.started,demo_image_right.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.056772299999920506,0.06811629999992874,0.06811629999992874,0.06811629999992874,0.06811629999992874,0.06811629999992874,1667.9484346,space,1667.7502544999998,0.12788980000004813,,,,,,,,,,,,,,,,,,,,,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,0,0,0,j,1,2.6930982000003496,None,0,0,0,0,0,0,0,0,1668.749178,,,,,,,,,,,,,1668.5959125999998,1668.5959727999998,1668.7383135999999,1668.749178,1668.749178,1668.749178,1669.5979498999995,1671.4483018,j,1,2.6930982000003496,None,direct,20,[],0,shifteddirectgaze.png,j,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,1,0,1,j,1,2.1562033999998675,None,0,0,0,0,1,0,1,0,1671.5422608999997,,,,,,,,,,,,,,,1671.5305797,1671.5422608999997,1671.5422608999997,1671.5422608999997,1672.4479713,1673.7149708999996,j,1,2.1562033999998675,None,direct,19,[],0,shifteddirectgaze.png,j,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,2,0,2,j,0,1.8323743000000832,None,0,0,0,0,2,0,2,0,1673.9859110999996,,,,,,,,,,,,,,,1673.9730451999994,1673.9859110999996,1673.9859110999996,1673.9859110999996,1674.7146482999997,1675.8315960999998,j,0,1.8323743000000832,None,left,18,[18],1,shiftedgaze_L_18.png,j,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,3,0,3,f,0,1.8440160000000105,None,0,0,0,0,3,0,3,0,1675.9423668,,,,,,,,,,,,,,,1675.9306473999995,1675.9423668,1675.9423668,1675.9423668,1676.8311566000002,1677.7984387999995,f,0,1.8440160000000105,None,direct,19,[18],1,shifteddirectgaze.png,f,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,4,0,4,f,0,1.688202199999978,None,0,0,0,0,4,0,4,0,1677.8901618,,,,,,,,,,,,,,,1677.8793486999994,1677.8901618,1677.8901618,1677.8901618,1678.7979930000001,1679.5816322,f,0,1.688202199999978,None,direct,20,[18],1,shifteddirectgaze.png,f,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,5,0,5,f,1,2.648718700000245,None,0,0,0,0,5,0,5,0,1679.7855695999997,,,,,,,,,,,,,,,1679.7738506999995,1679.7855695999997,1679.7855695999997,1679.7855695999997,1680.5813936999994,1682.4482626999998,f,1,2.648718700000245,None,right,20,"[18, 20]",2,shiftedgaze_R_20.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,6,0,6,f,0,3.254323299999669,None,0,0,0,0,6,0,6,0,1682.5398718999995,,,,,,,,,,,,,,,1682.5294205999999,1682.5398718999995,1682.5398718999995,1682.5398718999995,1683.4478799999997,1685.7981344,f,0,3.254323299999669,None,direct,19,"[18, 20, 19]",3,shifteddirectgaze.png,f,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,7,0,7,j,1,2.245966000000408,None,0,0,0,0,7,0,7,0,1685.8922016999995,,,,,,,,,,,,,,,1685.8811079999996,1685.8922016999995,1685.8922016999995,1685.8922016999995,1686.7977835000002,1688.1482121,j,1,2.245966000000408,None,direct,20,"[18, 20, 19, 20]",4,shifteddirectgaze.png,j,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,8,0,8,j,0,1.5081638000001476,None,0,0,0,0,8,0,8,0,1688.3741210999997,,,,,,,,,,,,,,,1688.3640140999996,1688.3741210999997,1688.3741210999997,1688.3741210999997,1689.1476966,1689.8981053999996,j,0,1.5081638000001476,None,right,19,"[18, 20, 19, 20, 19]",5,shiftedgaze_R_19.png,j,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,9,0,9,f,0,1.9912703999998485,None,0,0,0,0,9,0,9,0,1690.0028660999997,,,,,,,,,,,,,,,1689.991857,1690.0028660999997,1690.0028660999997,1690.0028660999997,1690.8976900999996,1691.9980475000002,f,0,1.9912703999998485,None,direct,20,"[18, 20, 19, 20, 19]",5,shifteddirectgaze.png,f,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,10,0,10,f,1,3.18981470000017,None,0,0,0,0,10,0,10,0,1692.0924741999997,,,,,,,,,,,,,,,1692.0823156999995,1692.0924741999997,1692.0924741999997,1692.0924741999997,1692.9976823999996,1695.2981761,f,1,3.18981470000017,None,right,20,"[18, 20, 19, 20, 19, 20]",6,shiftedgaze_R_20.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,11,0,11,f,1,2.2088690999999017,None,0,0,0,0,11,0,11,0,1695.4175272000002,,,,,,,,,,,,,,,1695.4034643999994,1695.4175272000002,1695.4175272000002,1695.4175272000002,1696.2976874999995,1697.6312423,f,1,2.2088690999999017,None,right,19,"[18, 20, 19, 20, 19, 20]",6,shiftedgaze_R_19.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,12,0,12,j,1,2.7688439999992625,None,0,0,0,0,12,0,12,0,1697.7374644000001,,,,,,,,,,,,,,,1697.7277843000002,1697.7374644000001,1697.7374644000001,1697.7374644000001,1698.6309092000001,1700.5145831999998,j,1,2.7688439999992625,None,direct,18,"[18, 20, 19, 20, 19, 20]",6,shifteddirectgaze.png,j,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,13,0,13,f,1,1.6671415999999226,None,0,0,0,0,13,0,13,0,1700.9912280999997,,,,,,,,,,,,,,,1700.979926,1700.9912280999997,1700.9912280999997,1700.9912280999997,1701.5142445000001,1702.6648132999999,f,1,1.6671415999999226,None,left,17,"[18, 20, 19, 20, 19, 20]",6,shiftedgaze_L_17.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,14,0,14,j,1,3.3483981999997923,None,0,0,0,0,14,0,14,0,1702.7818373999999,,,,,,,,,,,,,,,1702.7707578999998,1702.7818373999999,1702.7818373999999,1702.7818373999999,1703.6642485000002,1706.1312643,j,1,3.3483981999997923,None,direct,16,"[18, 20, 19, 20, 19, 20]",6,shifteddirectgaze.png,j,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,15,0,15,f,1,3.0095596999999543,None,0,0,0,0,15,0,15,0,1706.3449259,,,,,,,,,,,,,,,1706.3350197,1706.3449259,1706.3449259,1706.3449259,1707.1309652999998,1709.3644834999996,f,1,3.0095596999999543,None,left,15,"[18, 20, 19, 20, 19, 20]",6,shiftedgaze_L_15.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,16,0,16,f,1,3.100489099999322,None,0,0,0,0,16,0,16,0,1709.5898234999995,,,,,,,,,,,,,,,1709.5803047,1709.5898234999995,1709.5898234999995,1709.5898234999995,1710.3640643999997,1712.6977566999994,f,1,3.100489099999322,None,right,14,"[18, 20, 19, 20, 19, 20]",6,shiftedgaze_R_14.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,17,0,17,j,0,3.15136960000018,None,0,0,0,0,17,0,17,0,1712.9148810999995,,,,,,,,,,,,,,,1712.9036237,1712.9148810999995,1712.9148810999995,1712.9148810999995,1713.6974627,1716.0812096,j,0,3.15136960000018,None,right,13,"[18, 20, 19, 20, 19, 20, 13]",7,shiftedgaze_R_13.png,j,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,18,0,18,j,0,2.8639802000006966,None,0,0,0,0,18,0,18,0,1716.1782512999998,,,,,,,,,,,,,,,1716.1678673999995,1716.1782512999998,1716.1782512999998,1716.1782512999998,1717.0807705999996,1719.0476413999995,j,0,2.8639802000006966,None,right,14,"[18, 20, 19, 20, 19, 20, 13]",7,shiftedgaze_R_14.png,j,0,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,19,0,19,f,1,4.087310900000375,None,0,0,0,0,19,0,19,0,1719.1549138999999,,,,,,,,,,,,,,,1719.1435575999994,1719.1549138999999,1719.1549138999999,1719.1549138999999,1720.0473433999996,1723.2475367999996,f,1,4.087310900000375,None,left,15,"[18, 20, 19, 20, 19, 20, 13, 15]",8,shiftedgaze_L_15.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
4.5,ecc10pos,left,20,0,20,f,1,2.3578184999996665,None,0,0,0,0,20,0,20,0,1723.3567419,,,,,,,,,,,,,,,1723.3466792999998,1723.3567419,1723.3567419,1723.3567419,1724.2474243999995,1725.7311142999997,f,1,2.3578184999996665,None,right,14,"[18, 20, 19, 20, 19, 20, 13, 15]",8,shiftedgaze_R_14.png,f,1,1,results24,001,2026-04-20_10h42.42.166,mogelijke versie adaptive staircase builder,,2026.1.3,60.05309895013105,2026-04-20 10h42.42.503344 +0200,
