xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,demo_image_left.started,demo_image_middle.started,demo_image_right.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.05090150000069116,0.060950300001422875,0.060950300001422875,0.060950300001422875,0.060950300001422875,0.060950300001422875,102.17064960000062,space,101.94239000000016,0.1599313999995502,,,,,,,,,,,,,,,,,,,,,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,0,0,0,f,0,7.778653999999733,None,0,0,0,0,0,0,0,0,102.49699750000036,,,,,,,,,,,,,102.3769267000007,102.37698020000062,102.48675760000151,102.49699750000036,102.49699750000036,102.49699750000036,103.38696620000155,110.28700040000149,f,0,7.778653999999733,None,direct,20,[],0,shifteddirectgaze.png,f,0,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,1,0,1,f,1,2.9202987999997276,None,0,0,0,0,1,0,1,0,110.38701860000037,,,,,,,,,,,,,,,110.37645020000127,110.38701860000037,110.38701860000037,110.38701860000037,111.28672480000023,113.32011580000108,f,1,2.9202987999997276,None,right,20,[20],1,shiftedgaze_R_20.png,f,1,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,2,0,2,f,1,7.8287144000005355,None,0,0,0,0,2,0,2,0,113.4386443000003,,,,,,,,,,,,,,,113.42939000000115,113.4386443000003,113.4386443000003,113.4386443000003,114.32017440000163,121.27024850000089,f,1,7.8287144000005355,None,right,19,[20],1,shiftedgaze_R_19.png,f,1,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,3,0,3,f,1,4.1946884999997565,None,0,0,0,0,3,0,3,0,121.40060059999996,,,,,,,,,,,,,,,121.3895375000011,121.40060059999996,121.40060059999996,121.40060059999996,122.27000110000154,125.60340800000085,f,1,4.1946884999997565,None,left,18,[20],1,shiftedgaze_L_18.png,f,1,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,4,0,4,f,1,3.5170016000010946,None,0,0,0,0,4,0,4,0,125.72626690000106,,,,,,,,,,,,,,,125.71469770000112,125.72626690000106,125.72626690000106,125.72626690000106,126.60329190000084,129.25364080000145,f,1,3.5170016000010946,None,right,17,[20],1,shiftedgaze_R_17.png,f,1,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,5,0,5,j,1,4.465935199999876,None,0,0,0,0,5,0,5,0,129.3534634000007,,,,,,,,,,,,,,,129.34281080000073,129.3534634000007,129.3534634000007,129.3534634000007,130.25332790000175,133.82007280000107,j,1,4.465935199999876,None,direct,16,[20],1,shifteddirectgaze.png,j,1,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,6,0,6,f,1,1.9857425999998668,None,0,0,0,0,6,0,6,0,133.92156500000056,,,,,,,,,,,,,,,133.91117490000033,133.92156500000056,133.92156500000056,133.92156500000056,134.8197454000001,135.92028520000167,f,1,1.9857425999998668,None,right,15,[20],1,shiftedgaze_R_15.png,f,1,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,7,0,7,j,0,2.1505134999988513,None,0,0,0,0,7,0,7,0,136.0288913000004,,,,,,,,,,,,,,,136.01866850000079,136.0288913000004,136.0288913000004,136.0288913000004,136.91975530000127,138.18661900000006,j,0,2.1505134999988513,None,left,14,"[20, 14]",2,shiftedgaze_L_14.png,j,0,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
4.5,ecc10pos,left,8,0,8,j,0,1.6920816999991075,None,0,0,0,0,8,0,8,0,138.28721570000016,,,,,,,,,,,,,,,138.27640450000035,138.28721570000016,138.28721570000016,138.28721570000016,139.18634460000067,139.98659380000026,j,0,1.6920816999991075,None,right,15,"[20, 14]",2,shiftedgaze_R_15.png,j,0,1,results6,001,2026-04-13_13h01.39.979,mogelijke versie adaptive staircase builder,,2026.1.3,60.01014171432663,2026-04-13 13h01.40.313576 +0200,
