xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,demo_image_left.started,demo_image_middle.started,demo_image_right.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.05744890000005398,0.07016070000008767,0.07016070000008767,0.07016070000008767,0.07016070000008767,0.07016070000008767,373.5062753000002,space,373.2994557000002,0.12008429999968939,,,,,,,,,,,,,,,,,,,,,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,0,0,0,f,1,3.908972599999288,None,0,0,0,0,0,0,0,0,373.8045694000002,,,,,,,,,,,,,373.69037930000013,373.6904281999996,373.79408710000007,373.8045694000002,373.8045694000002,373.8045694000002,374.7056311999995,377.7225714999995,f,1,3.908972599999288,None,left,20,[],0,shiftedgaze_L_20.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,1,0,1,f,1,2.8912916999997833,None,0,0,0,0,1,0,1,0,377.8223588999999,,,,,,,,,,,,,,,377.81108679999943,377.8223588999999,377.8223588999999,377.8223588999999,378.7222144999996,380.7240830999999,f,1,2.8912916999997833,None,left,19,[],0,shiftedgaze_L_19.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,2,0,2,f,0,3.283692400000291,None,0,0,0,0,2,0,2,0,380.8380108000001,,,,,,,,,,,,,,,380.8242541999998,380.8380108000001,380.8380108000001,380.8380108000001,381.7386612,384.1226065999999,f,0,3.283692400000291,None,direct,18,[18],1,shifteddirectgaze.png,f,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,3,0,3,f,1,3.796185800000785,None,0,0,0,0,3,0,3,0,384.2295137000001,,,,,,,,,,,,,,,384.2197306999997,384.2295137000001,384.2295137000001,384.2295137000001,385.1222047000001,388.0393716999997,f,1,3.796185800000785,None,right,19,"[18, 19]",2,shiftedgaze_R_19.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,4,0,4,f,0,2.449399899999662,None,0,0,0,0,4,0,4,0,388.14435539999977,,,,,,,,,,,,,,,388.1336908000003,388.14435539999977,388.14435539999977,388.14435539999977,389.05556290000004,390.60592499999984,f,0,2.449399899999662,None,direct,18,"[18, 19, 18]",3,shifteddirectgaze.png,f,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,5,0,5,j,0,2.9490349999996397,None,0,0,0,0,5,0,5,0,390.7245584000002,,,,,,,,,,,,,,,390.7130516999996,390.7245584000002,390.7245584000002,390.7245584000002,391.6055494000002,393.6890592999998,j,0,2.9490349999996397,None,left,19,"[18, 19, 18]",3,shiftedgaze_L_19.png,j,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,6,0,6,f,1,4.926616400000057,None,0,0,0,0,6,0,6,0,393.78705509999963,,,,,,,,,,,,,,,393.7761709999995,393.78705509999963,393.78705509999963,393.78705509999963,394.6886687999995,398.72244539999974,f,1,4.926616400000057,None,left,20,"[18, 19, 18, 20]",4,shiftedgaze_L_20.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,7,0,7,j,0,2.2636184000002686,None,0,0,0,0,7,0,7,0,398.82594619999963,,,,,,,,,,,,,,,398.81525129999955,398.82594619999963,398.82594619999963,398.82594619999963,399.7217330000003,401.1056847,j,0,2.2636184000002686,None,left,19,"[18, 19, 18, 20, 19]",5,shiftedgaze_L_19.png,j,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,8,0,8,f,1,3.423057200000585,None,0,0,0,0,8,0,8,0,401.21854559999974,,,,,,,,,,,,,,,401.2067208999997,401.21854559999974,401.21854559999974,401.21854559999974,402.10511679999945,404.65575199999967,f,1,3.423057200000585,None,right,20,"[18, 19, 18, 20, 19, 20]",6,shiftedgaze_R_20.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,9,0,9,f,1,3.8997465000002194,None,0,0,0,0,9,0,9,0,404.77395309999974,,,,,,,,,,,,,,,404.76254789999984,404.77395309999974,404.77395309999974,404.77395309999974,405.6553064999998,408.6889980999995,f,1,3.8997465000002194,None,left,19,"[18, 19, 18, 20, 19, 20]",6,shiftedgaze_L_19.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,10,0,10,f,0,4.398251500000697,None,0,0,0,0,10,0,10,0,408.80356089999987,,,,,,,,,,,,,,,408.7928654999996,408.80356089999987,408.80356089999987,408.80356089999987,409.6884398000002,413.20582939999986,f,0,4.398251500000697,None,direct,18,"[18, 19, 18, 20, 19, 20, 18]",7,shifteddirectgaze.png,f,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,11,0,11,j,0,3.574949999999262,None,0,0,0,0,11,0,11,0,413.3227568000002,,,,,,,,,,,,,,,413.31128269999954,413.3227568000002,413.3227568000002,413.3227568000002,414.2217267999995,416.9053210000002,j,0,3.574949999999262,None,left,19,"[18, 19, 18, 20, 19, 20, 18]",7,shiftedgaze_L_19.png,j,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,12,0,12,j,1,2.01605120000022,None,0,0,0,0,12,0,12,0,417.0177285,,,,,,,,,,,,,,,417.0067420999994,417.0177285,417.0177285,417.0177285,417.9048630999996,419.0387953999998,j,1,2.01605120000022,None,direct,20,"[18, 19, 18, 20, 19, 20, 18, 20]",8,shifteddirectgaze.png,j,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,13,0,13,j,0,2.2664310999998634,None,0,0,0,0,13,0,13,0,419.1591919000002,,,,,,,,,,,,,,,419.14810940000007,419.1591919000002,419.1591919000002,419.1591919000002,420.0383744999999,421.43855970000004,j,0,2.2664310999998634,None,left,19,"[18, 19, 18, 20, 19, 20, 18, 20, 19]",9,shiftedgaze_L_19.png,j,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,14,0,14,f,1,2.5920540999995865,None,0,0,0,0,14,0,14,0,421.5375707000003,,,,,,,,,,,,,,,421.5272282999995,421.5375707000003,421.5375707000003,421.5375707000003,422.4380744,424.1386113999997,f,1,2.5920540999995865,None,left,20,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20]",10,shiftedgaze_L_20.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,15,0,15,f,1,2.6440925000006246,None,0,0,0,0,15,0,15,0,424.23759679999966,,,,,,,,,,,,,,,424.2259680999996,424.23759679999966,424.23759679999966,424.23759679999966,425.13811799999985,426.8886973999997,f,1,2.6440925000006246,None,left,19,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20]",10,shiftedgaze_L_19.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,16,0,16,f,1,5.008524400000169,None,0,0,0,0,16,0,16,0,427.00123689999964,,,,,,,,,,,,,,,426.99069510000027,427.00123689999964,427.00123689999964,427.00123689999964,427.8882695000002,432.02202279999983,f,1,5.008524400000169,None,right,18,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20]",10,shiftedgaze_R_18.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,17,0,17,j,0,3.509621700000025,None,0,0,0,0,17,0,17,0,432.1159679000002,,,,,,,,,,,,,,,432.10480670000015,432.1159679000002,432.1159679000002,432.1159679000002,433.02157629999965,435.6384978999995,j,0,3.509621700000025,None,right,17,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17]",11,shiftedgaze_R_17.png,j,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,18,0,18,f,1,2.937448700000459,None,0,0,0,0,18,0,18,0,435.7602188000001,,,,,,,,,,,,,,,435.74786140000015,435.7602188000001,435.7602188000001,435.7602188000001,436.6380227999998,438.7050655000003,f,1,2.937448700000459,None,left,18,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17, 18]",12,shiftedgaze_L_18.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,19,0,19,j,0,6.588821500000449,None,0,0,0,0,19,0,19,0,438.82072289999996,,,,,,,,,,,,,,,438.80925299999944,438.82072289999996,438.82072289999996,438.82072289999996,439.7047569999995,445.42178109999986,j,0,6.588821500000449,None,right,17,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17, 18, 17]",13,shiftedgaze_R_17.png,j,0,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,20,0,20,f,1,1.8052090999999564,None,0,0,0,0,20,0,20,0,445.5403575,,,,,,,,,,,,,,,445.5287446000002,445.5403575,445.5403575,445.5403575,446.4212349999998,447.3550110999995,f,1,1.8052090999999564,None,left,18,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17, 18, 17, 18]",14,shiftedgaze_L_18.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,21,0,21,f,1,1.8421194000002288,None,0,0,0,0,21,0,21,0,447.4554558,,,,,,,,,,,,,,,447.44389839999985,447.4554558,447.4554558,447.4554558,448.35466819999965,449.3048154999997,f,1,1.8421194000002288,None,left,17,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17, 18, 17, 18]",14,shiftedgaze_L_17.png,f,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,22,0,22,j,1,2.743297099999836,None,0,0,0,0,22,0,22,0,449.4185508999999,,,,,,,,,,,,,,,449.4077207999999,449.4185508999999,449.4185508999999,449.4185508999999,450.3046968999997,452.1717177999999,j,1,2.743297099999836,None,direct,16,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17, 18, 17, 18]",14,shifteddirectgaze.png,j,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
4.5,ecc10pos,left,23,0,23,j,1,3.9109779000000344,None,0,0,0,0,23,0,23,0,452.2671970000001,,,,,,,,,,,,,,,452.25586399999975,452.2671970000001,452.2671970000001,452.2671970000001,453.17106220000005,456.1880223999997,j,1,3.9109779000000344,None,direct,15,"[18, 19, 18, 20, 19, 20, 18, 20, 19, 20, 17, 18, 17, 18]",14,shifteddirectgaze.png,j,1,1,results3,001,2026-04-13_11h18.43.578,mogelijke versie adaptive staircase builder,,2026.1.3,59.89695328181507,2026-04-13 11h18.45.152023 +0200,
