xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,demo_image_left.started,demo_image_middle.started,demo_image_right.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.0033006999983626883,0.006247699999221368,0.006247699999221368,0.006247699999221368,0.006247699999221368,0.006247699999221368,294.9445415000009,space,294.79864029999953,0.1278466000003391,,,,,,,,,,,,,,,,,,,,,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,0,0,0,f,1,3.805289299998549,None,0,0,0,0,0,0,0,0,295.22350879999794,,,,,,,,,,,,,295.12105800000063,295.1211234000002,295.2194039999995,295.22350879999794,295.22350879999794,295.22350879999794,296.12814770000114,299.04513249999945,f,1,3.805289299998549,None,right,20,[],0,shiftedgaze_R_20.png,f,1,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,1,0,1,f,0,2.45189179999943,None,0,0,0,0,1,0,1,0,299.1369937999989,,,,,,,,,,,,,,,299.13321409999844,299.1369937999989,299.1369937999989,299.1369937999989,300.0447856999999,301.5944266000006,f,0,2.45189179999943,None,direct,19,[19],1,shifteddirectgaze.png,f,0,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,2,0,2,j,0,2.0589034000004176,None,0,0,0,0,2,0,2,0,301.6823258000004,,,,,,,,,,,,,,,301.6779405999987,301.6823258000004,301.6823258000004,301.6823258000004,302.59432430000015,303.74513339999976,j,0,2.0589034000004176,None,right,20,[19],1,shiftedgaze_R_20.png,j,0,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,3,0,3,j,0,1.964842999997927,None,0,0,0,0,3,0,3,0,303.83203429999776,,,,,,,,,,,,,,,303.82817019999857,303.83203429999776,303.83203429999776,303.83203429999776,304.76099709999835,305.8112207000013,j,0,1.964842999997927,None,right,20,[19],1,shiftedgaze_R_20.png,j,0,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,4,0,4,j,0,2.367669700000988,None,0,0,0,0,4,0,4,0,305.98125580000124,,,,,,,,,,,,,,,305.97611640000105,305.98125580000124,305.98125580000124,305.98125580000124,306.811009699999,308.3616895000014,j,0,2.367669700000988,None,left,20,[19],1,shiftedgaze_L_20.png,j,0,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,5,0,5,f,1,1.7090075999985856,None,0,0,0,0,5,0,5,0,308.4558027999992,,,,,,,,,,,,,,,308.4516641000009,308.4558027999992,308.4558027999992,308.4558027999992,309.361082899999,310.1777175999996,f,1,1.7090075999985856,None,left,20,"[19, 20]",2,shiftedgaze_L_20.png,f,1,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,6,0,6,j,1,2.400357200000144,None,0,0,0,0,6,0,6,0,310.2845465999999,,,,,,,,,,,,,,,310.2749818000011,310.2845465999999,310.2845465999999,310.2845465999999,311.1780609999987,312.6944517999982,j,1,2.400357200000144,None,direct,19,"[19, 20]",2,shifteddirectgaze.png,j,1,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,7,0,7,j,1,2.98306749999756,None,0,0,0,0,7,0,7,0,312.7817262999997,,,,,,,,,,,,,,,312.77768690000084,312.7817262999997,312.7817262999997,312.7817262999997,313.69430869999997,315.7780340999998,j,1,2.98306749999756,None,direct,18,"[19, 20]",2,shifteddirectgaze.png,j,1,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
4.5,ecc10pos,left,8,0,8,j,0,1.8588982000001124,None,0,0,0,0,8,0,8,0,315.88196849999804,,,,,,,,,,,,,,,315.8776620999997,315.88196849999804,315.88196849999804,315.88196849999804,316.77765100000033,317.74449559999994,j,0,1.8588982000001124,None,right,17,"[19, 20, 17]",3,shiftedgaze_R_17.png,j,0,1,results21,001,2026-04-14_14h56.14.606,mogelijke versie adaptive staircase builder,,2026.1.3,59.966886286312125,2026-04-14 14h56.14.783403 +0200,
