xPos,stimulusSet,whichImage,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,intro.started,introinstructions.started,intro_key.started,demo_image_left.started,demo_image_middle.started,demo_image_right.started,intro.stopped,intro_key.keys,intro_key.rt,intro_key.duration,block_start.started,block_start.stopped,trial.started,key_resp.started,middle_image.started,right_image.started,left_image.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,direction,angle,reversal_intensities,number_reversals,stimulus,response,correct,blockNumber,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,False,0.0037359999996624538,0.00677209999957995,0.00677209999957995,0.00677209999957995,0.00677209999957995,0.00677209999957995,656.6285478999998,space,656.4624539000006,0.14367760000004637,,,,,,,,,,,,,,,,,,,,,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,0,0,0,f,1,8.080518300000222,None,0,0,0,0,0,0,0,0,656.9406671999996,,,,,,,,,,,,,656.8207147999992,656.8207622,656.9373431999993,656.9406671999996,656.9406671999996,656.9406671999996,657.8276656999997,665.0285096999996,f,1,8.080518300000222,None,left,20,[],0,shiftedgaze_L_20.png,f,1,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,1,0,1,f,0,7.02277740000045,None,0,0,0,0,1,0,1,0,665.1744196,,,,,,,,,,,,,,,665.1707600999998,665.1744196,665.1744196,665.1744196,666.0444369999996,672.2118031999998,f,0,7.02277740000045,None,direct,19,[19],1,shifteddirectgaze.png,f,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,2,0,2,j,0,22.260498000000553,None,0,0,0,0,2,0,2,0,672.3206515999991,,,,,,,,,,,,,,,672.3030892999996,672.3206515999991,672.3206515999991,672.3206515999991,673.2281823999992,694.5951561999991,j,0,22.260498000000553,None,left,20,[19],1,shiftedgaze_L_20.png,j,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,3,0,3,f,0,2.2639028000003236,None,0,0,0,0,3,0,3,0,694.7008598999992,,,,,,,,,,,,,,,694.6906693999999,694.7008598999992,694.7008598999992,694.7008598999992,695.5948075999995,696.9779199999994,f,0,2.2639028000003236,None,direct,20,[19],1,shifteddirectgaze.png,f,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,4,0,4,f,0,2.3651356999998825,None,0,0,0,0,4,0,4,0,697.0636138,,,,,,,,,,,,,,,697.0593299999991,697.0636138,697.0636138,697.0636138,697.9778614999996,699.4446056999996,f,0,2.3651356999998825,None,direct,20,[19],1,shifteddirectgaze.png,f,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,5,0,5,j,0,3.626160200000413,None,0,0,0,0,5,0,5,0,699.5625400999998,,,,,,,,,,,,,,,699.5527688999991,699.5625400999998,699.5625400999998,699.5625400999998,700.4444798999994,703.1946982,j,0,3.626160200000413,None,left,20,[19],1,shiftedgaze_L_20.png,j,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,6,0,6,f,0,3.0842906999996558,None,0,0,0,0,6,0,6,0,703.3044110999999,,,,,,,,,,,,,,,703.2946785999993,703.3044110999999,703.3044110999999,703.3044110999999,704.1944090999996,706.3945686999996,f,0,3.0842906999996558,None,direct,20,[19],1,shifteddirectgaze.png,f,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,7,0,7,f,0,2.8958508000005168,None,0,0,0,0,7,0,7,0,706.4849365999999,,,,,,,,,,,,,,,706.4808782999999,706.4849365999999,706.4849365999999,706.4849365999999,707.3944271999999,709.3945791999995,f,0,2.8958508000005168,None,direct,20,[19],1,shifteddirectgaze.png,f,0,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
4.5,ecc10pos,left,8,0,8,j,1,2.787361300000157,None,0,0,0,0,8,0,8,0,709.4813077999997,,,,,,,,,,,,,,,709.4772992999997,709.4813077999997,709.4813077999997,709.4813077999997,710.3942370999994,712.2779151999994,j,1,2.787361300000157,None,direct,20,"[19, 20]",2,shifteddirectgaze.png,j,1,1,results13,001,2026-04-14_11h17.01.657,mogelijke versie adaptive staircase builder,,2026.1.3,59.98271298217992,2026-04-14 11h17.01.850648 +0200,
